Food code,Main food description
58146441,"Pasta with cream sauce and seafood, restaurant"
58146442,"Pasta with cream sauce and seafood, home recipe"
58146443,"Pasta with cream sauce and seafood, ready-to-heat"
58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant"
58146452,"Pasta with cream sauce, seafood, and added vegetables, home recipe"
58146453,"Pasta with cream sauce, seafood, and added vegetables, ready-to-heat"
58146601,"Pasta, whole grain, with tomato-based sauce, restaurant"
58146602,"Pasta, whole grain, with tomato-based sauce, home recipe"
58146603,"Pasta, whole grain, with tomato-based sauce, ready-to-heat"
58146611,"Pasta, whole grain, with tomato-based sauce and added vegetables, restaurant"
58146612,"Pasta, whole grain, with tomato-based sauce and added vegetables, home recipe"
58146613,"Pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat"
58146621,"Pasta, whole grain, with tomato-based sauce and meat, restaurant"
58146622,"Pasta, whole grain, with tomato-based sauce and meat, home recipe"
58146623,"Pasta, whole grain, with tomato-based sauce and meat, ready-to-heat"
58146631,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, restaurant"
58146632,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, home recipe"
58146633,"Pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat"
58146641,"Pasta, whole grain, with tomato-based sauce and poultry, restaurant"
58146642,"Pasta, whole grain, with tomato-based sauce and poultry, home recipe"
58146643,"Pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat"
58146651,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, restaurant"
58146652,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, home recipe"
58146653,"Pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat"
58146661,"Pasta, whole grain, with tomato-based sauce and seafood, restaurant"
58146662,"Pasta, whole grain, with tomato-based sauce and seafood, home recipe"
58146663,"Pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat"
58146671,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, restaurant"
58146672,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, home recipe"
58146673,"Pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat"
58146681,"Pasta, whole grain, with cream sauce, restaurant"
58146682,"Pasta, whole grain, with cream sauce, home recipe"
58146683,"Pasta, whole grain, with cream sauce, ready-to-heat"
58146691,"Pasta, whole grain, with cream sauce, and added vegetables, restaurant"
58146692,"Pasta, whole grain, with cream sauce, and added vegetables, home recipe"
58146693,"Pasta, whole grain, with cream sauce, and added vegetables, ready-to-heat"
58146701,"Pasta, whole grain, with cream sauce and meat, restaurant"
58146702,"Pasta, whole grain, with cream sauce and meat, home recipe"
58146703,"Pasta, whole grain, with cream sauce and meat, ready-to-heat"
58146711,"Pasta, whole grain, with cream sauce, meat, and added vegetables, restaurant"
58146712,"Pasta, whole grain, with cream sauce, meat, and added vegetables, home recipe"
58146713,"Pasta, whole grain, with cream sauce, meat, and added vegetables, ready-to-heat"
58146721,"Pasta, whole grain, with cream sauce and poultry, restaurant"
58146722,"Pasta, whole grain, with cream sauce and poultry, home recipe"
58146723,"Pasta, whole grain, with cream sauce and poultry, ready-to-heat"
58146731,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, restaurant"
58146732,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, home recipe"
58146733,"Pasta, whole grain, with cream sauce, poultry, and added vegetables, ready-to-heat"
58146741,"Pasta, whole grain, with cream sauce and seafood, restaurant"
58146742,"Pasta, whole grain, with cream sauce and seafood, home recipe"
58146743,"Pasta, whole grain, with cream sauce and seafood, ready-to-heat"
58146751,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, restaurant"
58146752,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, home recipe"
58146753,"Pasta, whole grain, with cream sauce, seafood, and added vegetables, ready-to-heat"
58147110,Pasta with tomato-based sauce and beans or lentils
58147330,"Macaroni or noodles, creamed, with cheese"
58147340,"Macaroni or noodles, creamed, with cheese and tuna"
58147510,Flavored pasta
58147520,"Yat Ga Mein with meat, fish, or poultry"
58148110,"Macaroni or pasta salad, made with mayonnaise"
58148111,"Macaroni or pasta salad, made with light mayonnaise"
58148112,"Macaroni or pasta salad, made with mayonnaise-type salad dressing"
58148113,"Macaroni or pasta salad, made with light mayonnaise-type salad dressing"
58148114,"Macaroni or pasta salad, made with Italian dressing"
58148115,"Macaroni or pasta salad, made with light Italian dressing"
58148116,"Macaroni or pasta salad, made with creamy dressing"
58148117,"Macaroni or pasta salad, made with light creamy dressing"
58148118,"Macaroni or pasta salad, made with any type of fat free dressing"
58148120,Macaroni or pasta salad with egg
58148130,Macaroni or pasta salad with tuna
58148140,Macaroni or pasta salad with crab meat
58148150,Macaroni or pasta salad with shrimp
58148160,Macaroni or pasta salad with tuna and egg
58148170,Macaroni or pasta salad with chicken
58148180,Macaroni or pasta salad with cheese
58148550,Macaroni or pasta salad with meat
58149110,Noodle pudding
58150100,"Bibimbap, Korean"
58150110,"Rice, fried, meatless"
58150310,"Rice, fried"
58150320,"Rice, fried, with chicken"
58150330,"Rice, fried, with pork"
58150340,"Rice, fried, with beef"
58150510,"Rice, fried, with shrimp"
58150520,"Dukboki or Tteokbokki, Korean"
58150530,"Adobo, with rice"
58151100,Sushi
58151170,"Sushi roll, avocado"
58151180,"Sushi roll, California"
58151190,"Sushi roll, eel"
58151200,"Sushi roll, salmon"
58151210,"Sushi roll, shrimp"
58151220,Sushi roll tuna
58151230,"Sushi roll, vegetable"
58151400,"Sushi, topped with crab"
58151410,"Sushi, topped with eel"
58151420,"Sushi, topped with salmon"
58151430,"Sushi, topped with shrimp"
58151440,"Sushi, topped with tuna"
58151450,"Sushi, topped with egg"
58155110,"Rice with chicken, Puerto Rican style"
58155310,"Paella with meat, Valenciana style"
58155320,"Seafood paella, Puerto Rican style"
58155410,"Soupy rice with chicken, Puerto Rican style"
58155510,"Soupy rice mixture with chicken and potatoes, Puerto Rican style"
58155810,"Stewed rice, Puerto Rican style"
58155910,"Rice with squid, Puerto Rican style"
58156110,"Fried rice, Puerto Rican style"
58156210,"Rice with vienna sausage, Puerto Rican style"
58156310,"Rice with Spanish sausage, Puerto Rican style"
58156410,"Rice with onions, Puerto Rican style"
58156710,"Rice with stewed beans, Puerto Rican style"
58157300,"Congee, with meat, poultry, and/or seafood"
58157310,"Congee, with meat, poultry, and/or seafood, and vegetables"
58157320,"Congee, with vegetables"
58160000,Biryani with vegetables
58160100,"Beans and rice, from fast food / restaurant"
58160102,"Kidney beans and rice, from fast food / restaurant"
58160104,"Black beans and rice, from fast food / restaurant"
58160106,"Pinto beans and rice, from fast food / restaurant"
58160110,Beans and white rice
58160120,"Beans and rice, with tomatoes"
58160132,"Beans and rice, with meat"
58160150,Kidney beans and white rice
58160154,Black beans and white rice
58160156,Pinto beans and white rice
58160400,"Rice, white, with corn, not specified as to fat"
58160410,"Rice, white, with corn, no added fat"
58160420,"Rice, white, with corn, fat added"
58160430,"Rice, white, with peas, not specified as to fat"
58160440,"Rice, white, with peas, no added fat"
58160450,"Rice, white, with peas, fat added"
58160460,"Rice, white, with carrots, not specified as to fat"
58160470,"Rice, white, with carrots, no added fat"
58160480,"Rice, white, with carrots, fat added"
58160490,"Rice, white, with peas and carrots, not specified as to fat"
58160500,"Rice, white, with peas and carrots, no added fat"
58160510,"Rice, white, with peas and carrots, fat added"
58160520,"Rice, white, with tomatoes and/or tomato-based sauce, not specified as to fat"
58160530,"Rice, white, with tomatoes and/or tomato-based sauce, no added fat"
58160540,"Rice, white, with tomatoes and/or tomato-based sauce, fat added"
58160550,"Rice, white, with dark green vegetables, not specified as to fat"
58160560,"Rice, white, with dark green vegetables, no added fat"
58160570,"Rice, white, with dark green vegetables, fat added"
58160580,"Rice, white, with carrots and tomatoes and/or tomato-based sauce, not specified as to fat"
58160590,"Rice, white, with carrots and tomatoes and/or tomato-based sauce, no added fat"
58160600,"Rice, white, with carrots and tomatoes and/or tomato-based sauce, fat added"
58160610,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, not specified as to fat"
58160620,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat"
58160630,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added"
58160640,"Rice, white, with carrots and dark green vegetables, not specified as to fat"
58160650,"Rice, white, with carrots and dark green vegetables, no added fat"
58160660,"Rice, white, with carrots and dark green vegetables, fat added"
58160670,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, not specified as to fat"
58160680,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat"
58160690,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added"
58160700,"Rice, white, with other vegetables, not specified as to fat"
58160710,"Rice, white, with other vegetables, no added fat"
58160720,"Rice, white, with other vegetables, fat added"
58160800,"Rice, white, with lentils, not specified as to fat"
58160805,"Rice, white, with lentils, fat added"
58160810,"Rice, white, with lentils, no added fat"
58161200,"Rice, cooked with coconut milk"
58161320,Beans and brown rice
58161321,Kidney beans and brown rice
58161322,Black beans and brown rice
58161323,Pinto beans and brown rice
58161420,"Rice, brown, with corn, not specified as to fat"
58161422,"Rice, brown, with corn, no added fat"
58161424,"Rice, brown, with corn, fat added"
58161430,"Rice, brown, with peas, not specified as to fat"
58161432,"Rice, brown, with peas, no added fat"
58161434,"Rice, brown, with peas, fat added"
58161435,"Rice, brown, with carrots, not specified as to fat"
58161437,"Rice, brown, with carrots, no added fat"
58161439,"Rice, brown, with carrots, fat added"
58161440,"Rice, brown, with peas and carrots, not specified as to fat"
58161442,"Rice, brown, with peas and carrots, no added fat"
58161444,"Rice, brown, with peas and carrots, fat added"
58161460,"Rice, brown, with tomatoes and/or tomato based sauce, not specified as to fat"
58161462,"Rice, brown, with tomatoes and/or tomato based sauce, no added fat"
58161464,"Rice, brown, with tomatoes and/or tomato based sauce, fat added"
58161470,"Rice, brown, with dark green vegetables, not specified as to fat"
58161472,"Rice, brown, with dark green vegetables, no added fat"
58161474,"Rice, brown, with dark green vegetables, fat added"
58161480,"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, not specified as to fat"
58161482,"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, no added fat"
58161484,"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, fat added"
58161490,"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, not specified as to fat"
58161492,"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat"
58161494,"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added"
58161500,"Rice, brown, with carrots and dark green vegetables, not specified as to fat"
58161502,"Rice, brown, with carrots and dark green vegetables, no added fat"
58161504,"Rice, brown, with carrots and dark green vegetables, fat added"
58161510,Grape leaves stuffed with rice
58161520,"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, not specified as to fat"
58161522,"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat"
58161524,"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added"
58161530,"Rice, brown, with other vegetables, not specified as to fat"
58161532,"Rice, brown, with other vegetables, no added fat"
58161534,"Rice, brown, with other vegetables, fat added"
58161710,Rice croquette
58162090,"Stuffed pepper, with meat"
58162110,"Stuffed pepper, with rice and meat"
58162120,"Stuffed pepper, with rice, meatless"
58162130,"Stuffed tomato, with rice and meat"
58162140,"Stuffed tomato, with rice, meatless"
58162310,Rice pilaf
58163130,Dirty rice
58163310,Flavored rice mixture
58163330,Flavored rice mixture with cheese
58163360,"Flavored rice, brown and wild"
58163380,Flavored rice and pasta mixture
58163400,"Flavored rice and pasta mixture, reduced sodium"
58163405,"Spanish rice, from restaurant"
58163410,"Spanish rice, fat added"
58163420,"Spanish rice, no added fat"
58163430,"Spanish rice, not specified as to fat"
58163450,Spanish rice with ground beef
58163510,Rice dressing
58164110,Rice with raisins
58164210,Rice dessert or salad with fruit
58164500,"Rice, white, with cheese and/or cream based sauce, not specified as to fat"
58164510,"Rice, white, with cheese and/or cream based sauce, no added fat"
58164520,"Rice, white, with cheese and/or cream based sauce, fat added"
58164530,"Rice, white, with gravy, not specified as to fat"
58164540,"Rice, white, with gravy, no added fat"
58164550,"Rice, white, with gravy, fat added"
58164560,"Rice, white, with soy-based sauce, not specified as to fat"
58164570,"Rice, white, with soy-based sauce, no added fat"
58164580,"Rice, white, with soy-based sauce, fat added"
58164800,"Rice, brown, with cheese and/or cream based sauce, not specified as to fat"
58164810,"Rice, brown, with cheese and/or cream based sauce, no added fat"
58164820,"Rice, brown, with cheese and/or cream based sauce, fat added"
58164830,"Rice, brown, with gravy, not specified as to fat"
58164840,"Rice, brown, with gravy, no added fat"
58164850,"Rice, brown, with gravy, fat added"
58164860,"Rice, brown, with soy-based sauce, not specified as to fat"
58164870,"Rice, brown, with soy-based sauce, no added fat"
58164880,"Rice, brown, with soy-based sauce, fat added"
58165000,"Rice, white, with vegetables, cheese and/or cream based sauce, not specified as to fat"
58165010,"Rice, white, with vegetables, cheese and/or cream based sauce, no added fat"
58165020,"Rice, white, with vegetables, cheese and/or cream based sauce, fat added"
58165030,"Rice, white, with vegetables and gravy, not specified as to fat"
58165040,"Rice, white, with vegetables and gravy, no added fat"
58165050,"Rice, white, with vegetables and gravy, fat added"
58165060,"Rice, white, with vegetables, soy-based sauce, not specified as to fat"
58165070,"Rice, white, with vegetables, soy-based sauce, no added fat"
58165080,"Rice, white, with vegetables, soy-based sauce, fat added"
58165400,"Rice, brown, with vegetables, cheese and/or cream based sauce, not specified as to fat"
